1,B,1_B_k119_3282_flag_0_multi_243_0973_len_339076,CP011073,Bacteroidetes,Bacteroides,fragilis
1,B,1_B_k119_1310_flag_0_multi_71_9874_len_224769,CP008741,Bacteroidetes,Bacteroides,dorei
1,B,1_B_k119_5840_flag_0_multi_47_9836_len_114898,LM996613,Proteobacteria,Escherichia,coli
1,B,1_B_k119_6385_flag_0_multi_45_0000_len_365704,CP012938,Bacteroidetes,Bacteroides,ovatus
1,B,1_B_k119_4133_flag_1_multi_58_9956_len_262012,CP009057,Bacteroidetes,Bacteroides,dorei
1,B,1_B_k119_4919_flag_0_multi_39_7453_len_45294,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,B,1_B_k119_2934_flag_0_multi_37_9688_len_60611,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,B,1_B_k119_2934_flag_0_multi_37_9688_len_60611,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,B,1_B_k119_2126_flag_1_multi_10_0000_len_9520,CP023005,Actinobacteria,Bifidobacterium,adolescentis
1,4M,1_4M_k119_9178_flag_1_multi_210_0939_len_62692,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,4M,1_4M_k119_10399_flag_0_multi_51_9957_len_365740,CP012938,Bacteroidetes,Bacteroides,ovatus
1,4M,1_4M_k119_9178_flag_1_multi_210_0939_len_62692,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,4M,1_4M_k119_864_flag_0_multi_224_5384_len_45069,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,4M,1_4M_k119_7869_flag_1_multi_10_9937_len_33697,CP022754,Bacteroidetes,Parabacteroides,sp.CT06
1,4M,1_4M_k119_10191_flag_0_multi_71_2108_len_43180,CP026097,Firmicutes,Lactobacillus,paracase
1,4M,1_4M_k119_3153_flag_1_multi_11_0000_len_40163,LR215978,Bacteroidetes,Parabacteroides,distasonis
1,4M,1_4M_k119_7346_flag_0_multi_85_4952_len_374746,FQ312004,Bacteroidetes,Bacteroides,fragilis
1,4M,1_4M_k119_3384_flag_0_multi_80_9810_len_168333,CP011531,Bacteroidetes,Bacteroides,dorei
1,4M,1_4M_k119_7516_flag_0_multi_118_0737_len_267702,CP009057,Bacteroidetes,Bacteroides,dorei
1,12M,1_12M_k119_5050_flag_0_multi_7_9794_len_17598,CP015399,Firmicutes,Lachnoclostridium,sp.YL32
1,12M,1_12M_k119_11465_flag_0_multi_15_3330_len_15427,CP030280,Firmicutes,Blautia,sp.N6H1-15
1,12M,1_12M_k119_24975_flag_0_multi_77_8131_len_114137,FP929054,Firmicutes,Blautia,obeum
1,12M,1_12M_k119_909_flag_1_multi_22_7040_len_111856,CR626927,Bacteroidetes,Bacteroides,fragilis
1,12M,1_12M_k119_18091_flag_1_multi_14_8151_len_18825,AP012330,Actinobacteria,Bifidobacterium,pseudocatenulatum
1,12M,1_12M_k119_16729_flag_1_multi_13_0000_len_154558,CP030768,Proteobacteria,Escherichia,coli
1,12M,1_12M_k119_19277_flag_0_multi_15_9864_len_44293,CP012098,Firmicutes,Anaerostipes,hadrus
1,12M,1_12M_k119_19480_flag_0_multi_27_4769_len_39932,FP929061,Firmicutes,Anaerostipes,hadrus
1,12M,1_12M_k119_23213_flag_0_multi_366_2269_len_395723,CP012938,Bacteroidetes,Bacteroides,ovatus
7,B,7_B_k119_3447_flag_0_multi_46_0171_len_7917,AP009256,Actinobacteria,Bifidobacterium,adolescentis
7,B,7_B_k119_4436_flag_0_multi_242_9279_len_134320,CP008697,Proteobacteria,Escherichia,coli
7,B,7_B_k119_1977_flag_1_multi_52_0000_len_118845,CP000140,Bacteroidetes,Parabacteroides,distasonis
7,B,7_B_k119_2574_flag_0_multi_57_5610_len_37380,CP001361,Actinobacteria,Bifidobacterium,bifidum
7,B,7_B_k119_1962_flag_0_multi_77_7298_len_11881,CP022723,Actinobacteria,Bifidobacterium,bifidum
7,B,7_B_k119_4414_flag_0_multi_27_6479_len_4368,CP013020,Bacteroidetes,Bacteroides,vulgatus
7,4M,7_4M_k119_4283_flag_0_multi_96_7750_len_127608,CP002220,Actinobacteria,Bifidobacterium,bifidum
7,4M,7_4M_k119_2048_flag_0_multi_146_9780_len_132997,CP008697,Proteobacteria,Escherichia,coli
7,4M,7_4M_k119_9781_flag_0_multi_205_9652_len_129818,CP024160,Actinobacteria,Collinsella,aerofaciens
7,12M,7_12M_k119_191_flag_0_multi_13_8390_len_211058,CP000140,Bacteroidetes,Parabacteroides,distasonis
7,12M,7_12M_k119_11179_flag_0_multi_10_9930_len_58876,FP929055,Firmicutes,Blautia,torques
7,12M,7_12M_k119_2612_flag_1_multi_23_3906_len_11479,CP012937,Bacteroidetes,Bacteroides,thetaiotaomicron
7,12M,7_12M_k119_22805_flag_1_multi_7_7870_len_7874,CP001107,Firmicutes,Eubacterium,rectale
7,12M,7_12M_k119_18055_flag_0_multi_148_7897_len_139499,CP013020,Bacteroidetes,Bacteroides,vulgatus
7,12M,7_12M_k119_17392_flag_1_multi_25_1747_len_110301,CP001104,Firmicutes,Eubacterium,eligens
7,12M,7_12M_k119_11574_flag_1_multi_10_0000_len_9715,CP024960,Actinobacteria,Collinsella,aerofaciens
9,B,9_B_k119_123_flag_1_multi_805_8512_len_216488,CP000140,Bacteroidetes,Parabacteroides,distasonis
9,4M,9_4M_k119_8024_flag_0_multi_235_0000_len_19167,CP030781,Proteobacteria,Escherichia,albertii
9,4M,9_4M_k119_8024_flag_0_multi_235_0000_len_19167,CP030781,Proteobacteria,Escherichia,albertii
9,4M,9_4M_k119_13437_flag_1_multi_64_0000_len_95730,AP012331,Actinobacteria,Bifidobacterium,scardovii
9,4M,9_4M_k119_13437_flag_1_multi_64_0000_len_95730,AP012331,Actinobacteria,Bifidobacterium,scardovii
9,4M,9_4M_k119_15187_flag_0_multi_52_6530_len_6114,LT883142,Proteobacteria,Escherichia,coli
9,4M,9_4M_k119_9434_flag_0_multi_120_0276_len_435710,CP000140,Bacteroidetes,Parabacteroides,distasonis
9,4M,9_4M_k119_9815_flag_1_multi_258_9523_len_216490,CP022754,Bacteroidetes,Parabacteroides,sp.CT06
9,12M,9_12M_k119_7487_flag_1_multi_7_0000_len_3980,CP015406,Firmicutes,Flavonifractor,plautii
9,12M,9_12M_k119_23783_flag_1_multi_11_5625_len_50005,CP022464,Firmicutes,Clostridium,bolteae
9,12M,9_12M_k119_7073_flag_0_multi_117_7159_len_228132,CU928163,Proteobacteria,Escherichia,coli
9,12M,9_12M_k119_7073_flag_0_multi_117_7159_len_228132,CU928163,Proteobacteria,Escherichia,coli
9,12M,9_12M_k119_17277_flag_1_multi_6_0000_len_6437,CP019857,Firmicutes,Clostridioides,difficile
9,12M,9_12M_k119_17277_flag_1_multi_6_0000_len_6437,CP019857,Firmicutes,Clostridioides,difficile
9,12M,9_12M_k119_17277_flag_1_multi_6_0000_len_6437,CP019857,Firmicutes,Clostridioides,difficile
9,12M,9_12M_k119_12199_flag_0_multi_113_0000_len_34198,CP022722,Firmicutes,Clostridium,innocuum
10,B,10_B_k119_533_flag_0_multi_59_0053_len_382162,CP007392,Proteobacteria,Escherichia,coli
10,B,10_B_k119_533_flag_0_multi_59_0053_len_382162,CP007392,Proteobacteria,Escherichia,coli
10,B,10_B_k119_553_flag_0_multi_486_6208_len_100689,CR626927,Bacteroidetes,Bacteroides,fragilis
10,4M,10_4M_k119_481_flag_0_multi_22_7625_len_79725,FP929061,Firmicutes,Anaerostipes,hadrus
10,4M,10_4M_k119_3797_flag_0_multi_495_3013_len_98919,CP012706,Bacteroidetes,Bacteroides,fragilis
10,4M,10_4M_k119_432_flag_0_multi_15_0000_len_23346,CP023005,Actinobacteria,Bifidobacterium,adolescentis
10,4M,10_4M_k119_1853_flag_1_multi_23_9825_len_13847,CP024960,Actinobacteria,Collinsella,aerofaciens
10,4M,10_4M_k119_1955_flag_0_multi_37_5251_len_8727,CP015240,Proteobacteria,Escherichia,coli
10,12M,10_12M_k119_10791_flag_0_multi_24_6562_len_78967,HF545617,Firmicutes,Ruminococcus,bicirculans
10,12M,10_12M_k119_27941_flag_0_multi_18_9854_len_49311,FP929061,Firmicutes,Anaerostipes,hadrus
10,12M,10_12M_k119_34107_flag_0_multi_23_5046_len_24185,AP018536,Firmicutes,unknown,unknown
10,12M,10_12M_k119_3807_flag_1_multi_12_9967_len_72193,CP012098,Firmicutes,Anaerostipes,hadrus
10,12M,10_12M_k119_31497_flag_1_multi_116_5008_len_125786,CP013020,Bacteroidetes,Bacteroides,vulgatus
10,12M,10_12M_k119_10883_flag_0_multi_14_5372_len_9557,FP929054,Firmicutes,Blautia,obeum
10,12M,10_12M_k119_31582_flag_0_multi_7_6398_len_10710,CP001104,Firmicutes,Eubacterium,eligens
10,12M,10_12M_k119_34297_flag_1_multi_45_2471_len_479939,FP929033,Bacteroidetes,Bacteroides,xylanisolvens
10,12M,10_12M_k119_21407_flag_1_multi_11_8766_len_22858,CP002220,Actinobacteria,Bifidobacterium,bifidum
10,12M,10_12M_k119_27227_flag_0_multi_22_8408_len_233369,HF545617,Firmicutes,Ruminococcus,bicirculans
10,12M,10_12M_k119_24198_flag_1_multi_22_8206_len_33222,CP012706,Bacteroidetes,Bacteroides,fragilis
